Вінницька,Волинська,Дніпропетровська,Донецька,Житомирська,Закарпатська,Запорізька,Івано_Франківська,Київська,Кіровоградська,Луганська,Львівська,Миколаївська,Одеська,Полтавська,Рівненська,Сумська,Тернопільська,Харківська,Херсонська,Хмельницька,Черкаська,Чернівецька,Чернігівська,Київ,Севастополь,Україна
0.192307692307692,0.370192307692308,0.341346153846154,0.264423076923077,0.413461538461538,0.201923076923077,0.447115384615385,0.192307692307692,0.254807692307692,0.283653846153846,0.663461538461538,0.278846153846154,0.403846153846154,0.413461538461538,0.557692307692308,0.235576923076923,0.798076923076923,0.331730769230769,0.192307692307692,0.350961538461538,0.225961538461538,0.485576923076923,0.298076923076923,0.423076923076923,0.413461538461538,0.288461538461538,0.365384615384615
0.331730769230769,0.394230769230769,0.442307692307692,0.298076923076923,0.375,0.173076923076923,0.875,0.25,0.269230769230769,0.442307692307692,0.663461538461538,0.5,0.519230769230769,0.461538461538462,0.475961538461538,0.370192307692308,0.889423076923077,0.269230769230769,0.283653846153846,0.591346153846154,0.254807692307692,0.384615384615385,0.408653846153846,0.447115384615385,0.711538461538462,0.25,0.447115384615385
0.322115384615385,0.346153846153846,0.447115384615385,0.3125,0.365384615384615,0.153846153846154,0.725961538461538,0.177884615384615,0.331730769230769,0.399038461538462,0.283653846153846,0.451923076923077,0.427884615384615,0.442307692307692,0.480769230769231,0.447115384615385,1,0.216346153846154,0.331730769230769,0.533653846153846,0.197115384615385,0.408653846153846,0.394230769230769,0.475961538461538,0.899038461538461,0.317307692307692,0.427884615384615
0.230769230769231,0.365384615384615,0.427884615384615,0.384615384615385,0.375,0.125,0.538461538461538,0.168269230769231,0.442307692307692,0.389423076923077,0.298076923076923,0.461538461538462,0.331730769230769,0.326923076923077,0.4375,0.293269230769231,0.663461538461538,0.192307692307692,0.307692307692308,0.346153846153846,0.168269230769231,0.370192307692308,0.394230769230769,0.528846153846154,0.75,0.326923076923077,0.389423076923077
0.264423076923077,0.365384615384615,0.4375,0.394230769230769,0.432692307692308,0.144230769230769,0.519230769230769,0.168269230769231,0.423076923076923,0.408653846153846,0.192307692307692,0.504807692307692,0.322115384615385,0.350961538461538,0.408653846153846,0.269230769230769,0.533653846153846,0.211538461538462,0.278846153846154,0.298076923076923,0.225961538461538,0.423076923076923,0.399038461538462,0.610576923076923,0.639423076923077,0.399038461538462,0.384615384615385
0.283653846153846,0.288461538461538,0.490384615384615,0.326923076923077,0.4375,0.134615384615385,0.543269230769231,0.139423076923077,0.5,0.418269230769231,0.25,0.528846153846154,0.307692307692308,0.418269230769231,0.341346153846154,0.25,0.533653846153846,0.163461538461538,0.283653846153846,0.317307692307692,0.211538461538462,0.389423076923077,0.432692307692308,0.509615384615385,0.658653846153846,0.317307692307692,0.384615384615385
0.307692307692308,0.365384615384615,0.480769230769231,0.293269230769231,0.427884615384615,0.125,0.485576923076923,0.158653846153846,0.485576923076923,0.514423076923077,0.25,0.533653846153846,0.317307692307692,0.456730769230769,0.418269230769231,0.278846153846154,0.557692307692308,0.1875,0.317307692307692,0.322115384615385,0.293269230769231,0.394230769230769,0.466346153846154,0.432692307692308,0.629807692307692,0.384615384615385,0.394230769230769
0.278846153846154,0.25,0.370192307692308,0.240384615384615,0.326923076923077,0.110576923076923,0.394230769230769,0.149038461538462,0.451923076923077,0.413461538461538,0.240384615384615,0.341346153846154,0.326923076923077,0.355769230769231,0.360576923076923,0.245192307692308,0.461538461538462,0.163461538461538,0.283653846153846,0.235576923076923,0.25,0.3125,0.365384615384615,0.389423076923077,0.591346153846154,0.365384615384615,0.326923076923077
0.293269230769231,0.192307692307692,0.346153846153846,0.211538461538462,0.375,0.110576923076923,0.336538461538462,0.144230769230769,0.355769230769231,0.379807692307692,0.225961538461538,0.288461538461538,0.326923076923077,0.360576923076923,0.365384615384615,0.216346153846154,0.432692307692308,0.177884615384615,0.264423076923077,0.283653846153846,0.221153846153846,0.375,0.394230769230769,0.403846153846154,0.543269230769231,0.423076923076923,0.3125
0.288461538461538,0.153846153846154,0.3125,0.206730769230769,0.25,0.120192307692308,0.288461538461538,0.153846153846154,0.355769230769231,0.350961538461538,0.201923076923077,0.245192307692308,0.341346153846154,0.360576923076923,0.336538461538462,0.278846153846154,0.370192307692308,0.197115384615385,0.254807692307692,0.307692307692308,0.192307692307692,0.423076923076923,0.317307692307692,0.375,0.649038461538462,0.375,0.302884615384615
0.278846153846154,0.153846153846154,0.269230769230769,0.192307692307692,0.225961538461538,0.139423076923077,0.278846153846154,0.163461538461538,0.341346153846154,0.307692307692308,0.201923076923077,0.278846153846154,0.346153846153846,0.346153846153846,0.298076923076923,0.307692307692308,0.278846153846154,0.197115384615385,0.235576923076923,0.278846153846154,0.1875,0.394230769230769,0.245192307692308,0.288461538461538,0.634615384615385,0.346153846153846,0.283653846153846
0.216346153846154,0.120192307692308,0.269230769230769,0.197115384615385,0.225961538461538,0.134615384615385,0.259615384615385,0.173076923076923,0.298076923076923,0.269230769230769,0.1875,0.230769230769231,0.370192307692308,0.375,0.254807692307692,0.245192307692308,0.278846153846154,0.192307692307692,0.206730769230769,0.254807692307692,0.177884615384615,0.322115384615385,0.211538461538462,0.336538461538462,0.557692307692308,0.399038461538462,0.264423076923077
0.283653846153846,0.139423076923077,0.3125,0.192307692307692,0.259615384615385,0.173076923076923,0.370192307692308,0.149038461538462,0.360576923076923,0.461538461538462,0.288461538461538,0.221153846153846,0.519230769230769,0.6875,0.413461538461538,0.274038461538462,0.326923076923077,0.302884615384615,0.264423076923077,0.3125,0.201923076923077,0.389423076923077,0.336538461538462,0.519230769230769,0.620192307692308,0.389423076923077,0.336538461538462
0.216346153846154,0.149038461538462,0.283653846153846,0.240384615384615,0.230769230769231,0.221153846153846,0.317307692307692,0.149038461538462,0.360576923076923,0.302884615384615,0.274038461538462,0.264423076923077,0.375,0.567307692307692,0.3125,0.264423076923077,0.293269230769231,0.269230769230769,0.235576923076923,0.235576923076923,0.221153846153846,0.360576923076923,0.182692307692308,0.3125,0.533653846153846,0.379807692307692,0.302884615384615
0.230769230769231,0.149038461538462,0.235576923076923,0.225961538461538,0.25,0.158653846153846,0.269230769230769,0.153846153846154,0.341346153846154,0.264423076923077,0.211538461538462,0.245192307692308,0.355769230769231,0.403846153846154,0.278846153846154,0.302884615384615,0.274038461538462,0.278846153846154,0.206730769230769,0.206730769230769,0.240384615384615,0.3125,0.168269230769231,0.259615384615385,0.485576923076923,0.317307692307692,0.269230769230769
0.322115384615385,0.139423076923077,0.25,0.235576923076923,0.225961538461538,0.201923076923077,0.307692307692308,0.144230769230769,0.350961538461538,0.293269230769231,0.240384615384615,0.221153846153846,0.341346153846154,0.384615384615385,0.298076923076923,0.269230769230769,0.322115384615385,0.336538461538462,0.254807692307692,0.225961538461538,0.269230769230769,0.346153846153846,0.192307692307692,0.360576923076923,0.461538461538462,0.375,0.283653846153846
0.259615384615385,0.153846153846154,0.1875,0.182692307692308,0.221153846153846,0.158653846153846,0.278846153846154,0.144230769230769,0.293269230769231,0.216346153846154,0.1875,0.206730769230769,0.3125,0.302884615384615,0.302884615384615,0.245192307692308,0.269230769230769,0.216346153846154,0.197115384615385,0.144230769230769,0.331730769230769,0.264423076923077,0.1875,0.278846153846154,0.375,0.3125,0.235576923076923
0.245192307692308,0.144230769230769,0.173076923076923,0.168269230769231,0.206730769230769,0.144230769230769,0.283653846153846,0.163461538461538,0.254807692307692,0.211538461538462,0.1875,0.206730769230769,0.225961538461538,0.283653846153846,0.302884615384615,0.235576923076923,0.230769230769231,0.1875,0.182692307692308,0.163461538461538,0.274038461538462,0.278846153846154,0.173076923076923,0.259615384615385,0.336538461538462,0.288461538461538,0.221153846153846
0.25,0.153846153846154,0.168269230769231,0.158653846153846,0.201923076923077,0.149038461538462,0.3125,0.139423076923077,0.245192307692308,0.1875,0.216346153846154,0.201923076923077,0.274038461538462,0.288461538461538,0.322115384615385,0.240384615384615,0.235576923076923,0.1875,0.1875,0.153846153846154,0.245192307692308,0.298076923076923,0.211538461538462,0.288461538461538,0.3125,0.350961538461538,0.225961538461538
0.230769230769231,0.158653846153846,0.168269230769231,0.173076923076923,0.278846153846154,0.139423076923077,0.331730769230769,0.134615384615385,0.346153846153846,0.192307692307692,0.221153846153846,0.240384615384615,0.269230769230769,0.274038461538462,0.394230769230769,0.264423076923077,0.245192307692308,0.168269230769231,0.211538461538462,0.149038461538462,0.168269230769231,0.278846153846154,0.173076923076923,0.269230769230769,0.302884615384615,0.293269230769231,0.230769230769231
